rank,province,city,aqi,quality_level,pm25,main_pollutant,date,timestamp
33,山东,济南,102,轻度污染,76,PM2.5,2020-01-01,2025-03-08 23:02:55
34,安徽,蚌埠,102,轻度污染,76,PM2.5,2020-01-01,2025-03-08 23:02:55
35,山西,临汾,100,良,46,PM10,2020-01-01,2025-03-08 23:02:55
36,辽宁,大连,100,良,75,PM2.5,2020-01-01,2025-03-08 23:02:55
37,浙江,湖州,100,良,75,PM2.5,2020-01-01,2025-03-08 23:02:55
38,安徽,阜阳,100,良,75,PM2.5,2020-01-01,2025-03-08 23:02:55
39,浙江,杭州,99,良,74,PM2.5,2020-01-01,2025-03-08 23:02:55
40,安徽,淮南,99,良,74,PM2.5,2020-01-01,2025-03-08 23:02:55
41,江苏,常州,98,良,73,PM2.5,2020-01-01,2025-03-08 23:02:55
42,河南,平顶山,98,良,73,PM2.5,2020-01-01,2025-03-08 23:02:55
43,山东,日照,98,良,73,PM2.5,2020-01-01,2025-03-08 23:02:55
44,江苏,盐城,95,良,71,PM2.5,2020-01-01,2025-03-08 23:02:55
45,安徽,合肥,94,良,70,PM2.5,2020-01-01,2025-03-08 23:02:55
46,河南,商丘,94,良,70,PM2.5,2020-01-01,2025-03-08 23:02:55
47,浙江,嘉兴,94,良,70,PM2.5,2020-01-01,2025-03-08 23:02:55
48,安徽,宣城,94,良,70,PM2.5,2020-01-01,2025-03-08 23:02:55
49,江苏,徐州,94,良,70,PM2.5,2020-01-01,2025-03-08 23:02:55
50,河南,濮阳,94,良,70,PM2.5,2020-01-01,2025-03-08 23:02:55
51,浙江,绍兴,94,良,70,PM2.5,2020-01-01,2025-03-08 23:02:55
52,山东,聊城,94,良,70,PM2.5,2020-01-01,2025-03-08 23:02:55
53,安徽,芜湖,94,良,70,PM2.5,2020-01-01,2025-03-08 23:02:55
54,山东,菏泽,94,良,70,PM2.5,2020-01-01,2025-03-08 23:02:55
55,安徽,宿州,93,良,69,PM2.5,2020-01-01,2025-03-08 23:02:55
56,甘肃,兰州,92,良,68,PM2.5,2020-01-01,2025-03-08 23:02:55
57,河北,邢台,92,良,68,PM2.5,2020-01-01,2025-03-08 23:02:55
58,内蒙古,呼和浩特,91,良,55,PM10,2020-01-01,2025-03-08 23:02:55
59,江苏,南京,90,良,67,PM2.5,2020-01-01,2025-03-08 23:02:55
60,河南,周口,90,良,67,PM2.5,2020-01-01,2025-03-08 23:02:55
61,山东,枣庄,90,良,67,PM2.5,2020-01-01,2025-03-08 23:02:55
62,湖北,武汉,90,良,67,PM2.5,2020-01-01,2025-03-08 23:02:55
63,江苏,苏州,90,良,67,PM2.5,2020-01-01,2025-03-08 23:02:55
64,安徽,马鞍山,90,良,67,PM2.5,2020-01-01,2025-03-08 23:02:55
65,河南,洛阳,89,良,66,PM2.5,2020-01-01,2025-03-08 23:02:55
66,湖北,襄阳,89,良,66,PM2.5,2020-01-01,2025-03-08 23:02:55
67,河南,鹤壁,89,良,66,PM2.5,2020-01-01,2025-03-08 23:02:55
68,河南,安阳,88,良,65,PM2.5,2020-01-01,2025-03-08 23:02:55
69,河南,漯河,88,良,65,PM2.5,2020-01-01,2025-03-08 23:02:55
70,河北,衡水,88,良,65,PM2.5,2020-01-01,2025-03-08 23:02:55
71,陕西,咸阳,85,良,63,PM10,2020-01-01,2025-03-08 23:02:55
72,黑龙江,哈尔滨,85,良,63,PM2.5,2020-01-01,2025-03-08 23:02:55
73,湖北,宜昌,85,良,63,PM2.5,2020-01-01,2025-03-08 23:02:55
74,安徽,淮北,85,良,63,PM2.5,2020-01-01,2025-03-08 23:02:55
75,宁夏,银川,85,良,55,PM10,2020-01-01,2025-03-08 23:02:55
76,河南,南阳,84,良,62,PM2.5,2020-01-01,2025-03-08 23:02:55
77,湖北,荆州,84,良,62,PM2.5,2020-01-01,2025-03-08 23:02:55
78,内蒙古,包头,83,良,43,PM10,2020-01-01,2025-03-08 23:02:55
79,河北,石家庄,83,良,61,PM2.5,2020-01-01,2025-03-08 23:02:55
80,安徽,安庆,82,良,60,PM2.5,2020-01-01,2025-03-08 23:02:55
81,河南,许昌,82,良,60,PM2.5,2020-01-01,2025-03-08 23:02:55
82,河南,郑州,82,良,60,PM2.5,2020-01-01,2025-03-08 23:02:55
83,江苏,宿迁,80,良,59,PM2.5,2020-01-01,2025-03-08 23:02:55
84,江苏,无锡,80,良,59,PM2.5,2020-01-01,2025-03-08 23:02:55
85,河北,邯郸,80,良,59,PM2.5,2020-01-01,2025-03-08 23:02:55
86,安徽,亳州,79,良,58,PM2.5,2020-01-01,2025-03-08 23:02:55
87,河北,承德,79,良,58,PM2.5,2020-01-01,2025-03-08 23:02:55
88,河南,新乡,79,良,58,PM2.5,2020-01-01,2025-03-08 23:02:55
89,湖北,荆门,78,良,57,PM2.5,2020-01-01,2025-03-08 23:02:55
90,山西,阳泉,78,良,57,PM2.5,2020-01-01,2025-03-08 23:02:55
91,安徽,池州,77,良,56,PM2.5,2020-01-01,2025-03-08 23:02:55
92,河南,焦作,77,良,56,PM2.5,2020-01-01,2025-03-08 23:02:55
93,山西,吕梁,76,良,48,PM10,2020-01-01,2025-03-08 23:02:55
94,安徽,六安,75,良,55,PM2.5,2020-01-01,2025-03-08 23:02:55
95,湖北,咸宁,75,良,55,PM2.5,2020-01-01,2025-03-08 23:02:55
96,河南,三门峡,74,良,51,PM10,2020-01-01,2025-03-08 23:02:55
97,浙江,台州,74,良,54,PM2.5,2020-01-01,2025-03-08 23:02:55
98,山西,忻州,73,良,52,PM10,2020-01-01,2025-03-08 23:02:55
99,四川,泸州,73,良,53,PM2.5,2020-01-01,2025-03-08 23:02:55
100,浙江,衢州,73,良,53,PM2.5,2020-01-01,2025-03-08 23:02:55
101,江西,九江,72,良,52,PM2.5,2020-01-01,2025-03-08 23:02:55
102,山西,太原,72,良,44,PM10,2020-01-01,2025-03-08 23:02:55
103,湖南,湘潭,72,良,52,PM2.5,2020-01-01,2025-03-08 23:02:55
104,山西,运城,72,良,41,PM10,2020-01-01,2025-03-08 23:02:55
105,山西,晋中,71,良,43,PM10,2020-01-01,2025-03-08 23:02:55
106,山西,朔州,70,良,50,PM10,2020-01-01,2025-03-08 23:02:55
107,陕西,铜川,70,良,44,PM10,2020-01-01,2025-03-08 23:02:55
108,安徽,铜陵,70,良,51,PM2.5,2020-01-01,2025-03-08 23:02:55
109,河南,信阳,69,良,50,PM2.5,2020-01-01,2025-03-08 23:02:55
110,浙江,宁波,69,良,50,PM2.5,2020-01-01,2025-03-08 23:02:55
111,四川,广安,69,良,50,PM2.5,2020-01-01,2025-03-08 23:02:55
112,浙江,温州,69,良,50,PM2.5,2020-01-01,2025-03-08 23:02:55
113,河南,驻马店,69,良,50,PM2.5,2020-01-01,2025-03-08 23:02:55
114,湖北,黄冈,68,良,49,PM2.5,2020-01-01,2025-03-08 23:02:55
115,浙江,金华,66,良,46,PM10,2020-01-01,2025-03-08 23:02:55
116,湖南,株洲,65,良,47,PM2.5,2020-01-01,2025-03-08 23:02:55
117,湖南,常德,64,良,46,PM2.5,2020-01-01,2025-03-08 23:02:55
118,山西,晋城,64,良,39,PM10,2020-01-01,2025-03-08 23:02:55
119,陕西,渭南,63,良,35,PM10,2020-01-01,2025-03-08 23:02:55
120,山西,大同,62,良,43,PM10,2020-01-01,2025-03-08 23:02:55
121,湖北,鄂州,62,良,44,PM2.5,2020-01-01,2025-03-08 23:02:55
122,山西,长治,62,良,44,PM2.5,2020-01-01,2025-03-08 23:02:55
123,江西,南昌,60,良,43,PM2.5,2020-01-01,2025-03-08 23:02:55
124,河北,张家口,60,良,37,PM10,2020-01-01,2025-03-08 23:02:55
125,四川,达州,60,良,40,PM10,2020-01-01,2025-03-08 23:02:55
126,四川,南充,59,良,42,PM2.5,2020-01-01,2025-03-08 23:02:55
127,陕西,西安,59,良,32,PM10,2020-01-01,2025-03-08 23:02:55
128,湖南,长沙,59,良,41,PM10,2020-01-01,2025-03-08 23:02:55
129,湖南,岳阳,57,良,40,PM2.5,2020-01-01,2025-03-08 23:02:55
130,四川,资阳,57,良,40,PM2.5,2020-01-01,2025-03-08 23:02:55
131,湖北,黄石,57,良,40,PM2.5,2020-01-01,2025-03-08 23:02:55
132,江西,宜春,56,良,31,PM10,2020-01-01,2025-03-08 23:02:55
133,广东,中山,55,良,34,PM10,2020-01-01,2025-03-08 23:02:55
134,广西,南宁,55,良,39,PM2.5,2020-01-01,2025-03-08 23:02:55
135,四川,德阳,55,良,39,PM2.5,2020-01-01,2025-03-08 23:02:55
136,安徽,黄山,55,良,32,PM10,2020-01-01,2025-03-08 23:02:55
137,江西,新余,54,良,34,PM10,2020-01-01,2025-03-08 23:02:55
138,广东,珠海,54,良,38,PM2.5,2020-01-01,2025-03-08 23:02:55
139,江西,萍乡,54,良,38,PM2.5,2020-01-01,2025-03-08 23:02:55
140,重庆,重庆,54,良,38,PM2.5,2020-01-01,2025-03-08 23:02:55
141,浙江,丽水,53,良,37,PM2.5,2020-01-01,2025-03-08 23:02:55
142,广东,佛山,53,良,29,PM10,2020-01-01,2025-03-08 23:02:55
143,四川,内江,53,良,37,PM2.5,2020-01-01,2025-03-08 23:02:55
144,湖南,益阳,53,良,37,PM2.5,2020-01-01,2025-03-08 23:02:55
145,四川,绵阳,53,良,37,PM2.5,2020-01-01,2025-03-08 23:02:55
146,青海,西宁,53,良,28,PM10,2020-01-01,2025-03-08 23:02:55
147,四川,自贡,51,良,32,PM10,2020-01-01,2025-03-08 23:02:55
148,广东,江门,49,优,30,,2020-01-01,2025-03-08 23:02:55
149,四川,遂宁,49,优,30,,2020-01-01,2025-03-08 23:02:55
150,广东,广州,47,优,28,,2020-01-01,2025-03-08 23:02:55
151,广东,东莞,45,优,28,,2020-01-01,2025-03-08 23:02:55
152,广东,深圳,44,优,26,,2020-01-01,2025-03-08 23:02:55
153,四川,乐山,43,优,30,,2020-01-01,2025-03-08 23:02:55
154,四川,成都,43,优,30,,2020-01-01,2025-03-08 23:02:55
155,云南,昆明,43,优,30,,2020-01-01,2025-03-08 23:02:55
156,四川,眉山,43,优,30,,2020-01-01,2025-03-08 23:02:55
157,福建,厦门,40,优,21,,2020-01-01,2025-03-08 23:02:55
158,福建,福州,40,优,27,,2020-01-01,2025-03-08 23:02:55
159,四川,宜宾,39,优,27,,2020-01-01,2025-03-08 23:02:55
160,新疆,乌鲁木齐,37,优,17,,2020-01-01,2025-03-08 23:02:55
161,四川,雅安,36,优,25,,2020-01-01,2025-03-08 23:02:55
162,上海,上海,33,优,23,,2020-01-01,2025-03-08 23:02:55
163,贵州,贵阳,33,优,23,,2020-01-01,2025-03-08 23:02:55
164,广东,惠州,31,优,19,,2020-01-01,2025-03-08 23:02:55
165,西藏,拉萨,30,优,13,,2020-01-01,2025-03-08 23:02:55
166,浙江,舟山,30,优,16,,2020-01-01,2025-03-08 23:02:55
167,广东,肇庆,29,优,20,,2020-01-01,2025-03-08 23:02:55
168,海南,海口,22,优,14,,2020-01-01,2025-03-08 23:02:55
1,河北,唐山,179,中度污染,135,PM2.5,2020-01-02,2025-03-08 23:02:58
1,河北,唐山,179,中度污染,135,PM2.5,2020-01-02,2025-03-08 23:02:58
2,天津,天津,175,中度污染,132,PM2.5,2020-01-02,2025-03-08 23:02:58
3,河北,廊坊,158,中度污染,120,PM2.5,2020-01-02,2025-03-08 23:02:58
4,湖北,随州,152,中度污染,116,PM2.5,2020-01-02,2025-03-08 23:02:58
5,山东,潍坊,145,轻度污染,111,PM2.5,2020-01-02,2025-03-08 23:02:58
6,山东,东营,142,轻度污染,108,PM2.5,2020-01-02,2025-03-08 23:02:58
7,吉林,长春,142,轻度污染,108,PM2.5,2020-01-02,2025-03-08 23:02:58
8,辽宁,沈阳,138,轻度污染,105,PM2.5,2020-01-02,2025-03-08 23:02:58
9,河北,秦皇岛,134,轻度污染,102,PM2.5,2020-01-02,2025-03-08 23:02:58
10,河北,沧州,127,轻度污染,96,PM2.5,2020-01-02,2025-03-08 23:02:58
11,辽宁,锦州,123,轻度污染,93,PM2.5,2020-01-02,2025-03-08 23:02:58
12,河北,保定,122,轻度污染,92,PM2.5,2020-01-02,2025-03-08 23:02:58
13,山东,淄博,122,轻度污染,92,PM2.5,2020-01-02,2025-03-08 23:02:58
14,北京,北京,119,轻度污染,90,PM2.5,2020-01-02,2025-03-08 23:02:58
15,山东,青岛,119,轻度污染,90,PM2.5,2020-01-02,2025-03-08 23:02:58
16,辽宁,朝阳,118,轻度污染,89,PM2.5,2020-01-02,2025-03-08 23:02:58
17,江苏,连云港,117,轻度污染,88,PM2.5,2020-01-02,2025-03-08 23:02:58
18,辽宁,葫芦岛,115,轻度污染,87,PM2.5,2020-01-02,2025-03-08 23:02:58
19,山东,滨州,114,轻度污染,86,PM2.5,2020-01-02,2025-03-08 23:02:58
20,陕西,宝鸡,112,轻度污染,84,PM2.5,2020-01-02,2025-03-08 23:02:58
21,山东,德州,109,轻度污染,82,PM2.5,2020-01-02,2025-03-08 23:02:58
22,江苏,扬州,109,轻度污染,82,PM2.5,2020-01-02,2025-03-08 23:02:58
23,江苏,泰州,108,轻度污染,81,PM2.5,2020-01-02,2025-03-08 23:02:58
24,湖北,孝感,107,轻度污染,80,PM2.5,2020-01-02,2025-03-08 23:02:58
25,山东,泰安,107,轻度污染,80,PM2.5,2020-01-02,2025-03-08 23:02:58
26,山东,济宁,107,轻度污染,80,PM2.5,2020-01-02,2025-03-08 23:02:58
27,河南,开封,105,轻度污染,79,PM2.5,2020-01-02,2025-03-08 23:02:58
28,江苏,淮安,104,轻度污染,78,PM2.5,2020-01-02,2025-03-08 23:02:58
29,安徽,滁州,104,轻度污染,78,PM2.5,2020-01-02,2025-03-08 23:02:58
30,山东,临沂,103,轻度污染,77,PM2.5,2020-01-02,2025-03-08 23:02:58
31,江苏,镇江,103,轻度污染,77,PM2.5,2020-01-02,2025-03-08 23:02:58
32,江苏,南通,102,轻度污染,76,PM2.5,2020-01-02,2025-03-08 23:02:58
33,山东,济南,102,轻度污染,76,PM2.5,2020-01-02,2025-03-08 23:02:58
34,安徽,蚌埠,102,轻度污染,76,PM2.5,2020-01-02,2025-03-08 23:02:58
35,山西,临汾,100,良,46,PM10,2020-01-02,2025-03-08 23:02:58
36,辽宁,大连,100,良,75,PM2.5,2020-01-02,2025-03-08 23:02:58
37,浙江,湖州,100,良,75,PM2.5,2020-01-02,2025-03-08 23:02:58
38,安徽,阜阳,100,良,75,PM2.5,2020-01-02,2025-03-08 23:02:58
39,浙江,杭州,99,良,74,PM2.5,2020-01-02,2025-03-08 23:02:58
40,安徽,淮南,99,良,74,PM2.5,2020-01-02,2025-03-08 23:02:58
41,江苏,常州,98,良,73,PM2.5,2020-01-02,2025-03-08 23:02:58
42,河南,平顶山,98,良,73,PM2.5,2020-01-02,2025-03-08 23:02:58
43,山东,日照,98,良,73,PM2.5,2020-01-02,2025-03-08 23:02:58
44,江苏,盐城,95,良,71,PM2.5,2020-01-02,2025-03-08 23:02:58
45,安徽,合肥,94,良,70,PM2.5,2020-01-02,2025-03-08 23:02:58
46,河南,商丘,94,良,70,PM2.5,2020-01-02,2025-03-08 23:02:58
47,浙江,嘉兴,94,良,70,PM2.5,2020-01-02,2025-03-08 23:02:58
48,安徽,宣城,94,良,70,PM2.5,2020-01-02,2025-03-08 23:02:58
49,江苏,徐州,94,良,70,PM2.5,2020-01-02,2025-03-08 23:02:58
50,河南,濮阳,94,良,70,PM2.5,2020-01-02,2025-03-08 23:02:58
51,浙江,绍兴,94,良,70,PM2.5,2020-01-02,2025-03-08 23:02:58
52,山东,聊城,94,良,70,PM2.5,2020-01-02,2025-03-08 23:02:58
53,安徽,芜湖,94,良,70,PM2.5,2020-01-02,2025-03-08 23:02:58
54,山东,菏泽,94,良,70,PM2.5,2020-01-02,2025-03-08 23:02:58
55,安徽,宿州,93,良,69,PM2.5,2020-01-02,2025-03-08 23:02:58
56,甘肃,兰州,92,良,68,PM2.5,2020-01-02,2025-03-08 23:02:58
57,河北,邢台,92,良,68,PM2.5,2020-01-02,2025-03-08 23:02:58
58,内蒙古,呼和浩特,91,良,55,PM10,2020-01-02,2025-03-08 23:02:58
59,江苏,南京,90,良,67,PM2.5,2020-01-02,2025-03-08 23:02:58
60,河南,周口,90,良,67,PM2.5,2020-01-02,2025-03-08 23:02:58
61,山东,枣庄,90,良,67,PM2.5,2020-01-02,2025-03-08 23:02:58
62,湖北,武汉,90,良,67,PM2.5,2020-01-02,2025-03-08 23:02:58
63,江苏,苏州,90,良,67,PM2.5,2020-01-02,2025-03-08 23:02:58
64,安徽,马鞍山,90,良,67,PM2.5,2020-01-02,2025-03-08 23:02:58
65,河南,洛阳,89,良,66,PM2.5,2020-01-02,2025-03-08 23:02:58
66,湖北,襄阳,89,良,66,PM2.5,2020-01-02,2025-03-08 23:02:58
67,河南,鹤壁,89,良,66,PM2.5,2020-01-02,2025-03-08 23:02:58
68,河南,安阳,88,良,65,PM2.5,2020-01-02,2025-03-08 23:02:58
69,河南,漯河,88,良,65,PM2.5,2020-01-02,2025-03-08 23:02:58
70,河北,衡水,88,良,65,PM2.5,2020-01-02,2025-03-08 23:02:58
71,陕西,咸阳,85,良,63,PM10,2020-01-02,2025-03-08 23:02:58
72,黑龙江,哈尔滨,85,良,63,PM2.5,2020-01-02,2025-03-08 23:02:58
73,湖北,宜昌,85,良,63,PM2.5,2020-01-02,2025-03-08 23:02:58
74,安徽,淮北,85,良,63,PM2.5,2020-01-02,2025-03-08 23:02:58
75,宁夏,银川,85,良,55,PM10,2020-01-02,2025-03-08 23:02:58
76,河南,南阳,84,良,62,PM2.5,2020-01-02,2025-03-08 23:02:58
77,湖北,荆州,84,良,62,PM2.5,2020-01-02,2025-03-08 23:02:58
78,内蒙古,包头,83,良,43,PM10,2020-01-02,2025-03-08 23:02:58
79,河北,石家庄,83,良,61,PM2.5,2020-01-02,2025-03-08 23:02:58
80,安徽,安庆,82,良,60,PM2.5,2020-01-02,2025-03-08 23:02:58
81,河南,许昌,82,良,60,PM2.5,2020-01-02,2025-03-08 23:02:58
82,河南,郑州,82,良,60,PM2.5,2020-01-02,2025-03-08 23:02:58
83,江苏,宿迁,80,良,59,PM2.5,2020-01-02,2025-03-08 23:02:58
84,江苏,无锡,80,良,59,PM2.5,2020-01-02,2025-03-08 23:02:58
85,河北,邯郸,80,良,59,PM2.5,2020-01-02,2025-03-08 23:02:58
86,安徽,亳州,79,良,58,PM2.5,2020-01-02,2025-03-08 23:02:58
87,河北,承德,79,良,58,PM2.5,2020-01-02,2025-03-08 23:02:58
88,河南,新乡,79,良,58,PM2.5,2020-01-02,2025-03-08 23:02:58
89,湖北,荆门,78,良,57,PM2.5,2020-01-02,2025-03-08 23:02:58
90,山西,阳泉,78,良,57,PM2.5,2020-01-02,2025-03-08 23:02:58
91,安徽,池州,77,良,56,PM2.5,2020-01-02,2025-03-08 23:02:58
92,河南,焦作,77,良,56,PM2.5,2020-01-02,2025-03-08 23:02:58
93,山西,吕梁,76,良,48,PM10,2020-01-02,2025-03-08 23:02:58
94,安徽,六安,75,良,55,PM2.5,2020-01-02,2025-03-08 23:02:58
95,湖北,咸宁,75,良,55,PM2.5,2020-01-02,2025-03-08 23:02:58
96,河南,三门峡,74,良,51,PM10,2020-01-02,2025-03-08 23:02:58
97,浙江,台州,74,良,54,PM2.5,2020-01-02,2025-03-08 23:02:58
98,山西,忻州,73,良,52,PM10,2020-01-02,2025-03-08 23:02:58
99,四川,泸州,73,良,53,PM2.5,2020-01-02,2025-03-08 23:02:58
100,浙江,衢州,73,良,53,PM2.5,2020-01-02,2025-03-08 23:02:58
101,江西,九江,72,良,52,PM2.5,2020-01-02,2025-03-08 23:02:58
102,山西,太原,72,良,44,PM10,2020-01-02,2025-03-08 23:02:58
103,湖南,湘潭,72,良,52,PM2.5,2020-01-02,2025-03-08 23:02:58
104,山西,运城,72,良,41,PM10,2020-01-02,2025-03-08 23:02:58
105,山西,晋中,71,良,43,PM10,2020-01-02,2025-03-08 23:02:58
106,山西,朔州,70,良,50,PM10,2020-01-02,2025-03-08 23:02:58
107,陕西,铜川,70,良,44,PM10,2020-01-02,2025-03-08 23:02:58
108,安徽,铜陵,70,良,51,PM2.5,2020-01-02,2025-03-08 23:02:58
109,河南,信阳,69,良,50,PM2.5,2020-01-02,2025-03-08 23:02:58
110,浙江,宁波,69,良,50,PM2.5,2020-01-02,2025-03-08 23:02:58
111,四川,广安,69,良,50,PM2.5,2020-01-02,2025-03-08 23:02:58
112,浙江,温州,69,良,50,PM2.5,2020-01-02,2025-03-08 23:02:58
113,河南,驻马店,69,良,50,PM2.5,2020-01-02,2025-03-08 23:02:58
114,湖北,黄冈,68,良,49,PM2.5,2020-01-02,2025-03-08 23:02:58
115,浙江,金华,66,良,46,PM10,2020-01-02,2025-03-08 23:02:58
116,湖南,株洲,65,良,47,PM2.5,2020-01-02,2025-03-08 23:02:58
117,湖南,常德,64,良,46,PM2.5,2020-01-02,2025-03-08 23:02:58
118,山西,晋城,64,良,39,PM10,2020-01-02,2025-03-08 23:02:58
119,陕西,渭南,63,良,35,PM10,2020-01-02,2025-03-08 23:02:58
120,山西,大同,62,良,43,PM10,2020-01-02,2025-03-08 23:02:58
121,湖北,鄂州,62,良,44,PM2.5,2020-01-02,2025-03-08 23:02:58
122,山西,长治,62,良,44,PM2.5,2020-01-02,2025-03-08 23:02:58
123,江西,南昌,60,良,43,PM2.5,2020-01-02,2025-03-08 23:02:58
124,河北,张家口,60,良,37,PM10,2020-01-02,2025-03-08 23:02:58
125,四川,达州,60,良,40,PM10,2020-01-02,2025-03-08 23:02:58
126,四川,南充,59,良,42,PM2.5,2020-01-02,2025-03-08 23:02:58
127,陕西,西安,59,良,32,PM10,2020-01-02,2025-03-08 23:02:58
128,湖南,长沙,59,良,41,PM10,2020-01-02,2025-03-08 23:02:58
129,湖南,岳阳,57,良,40,PM2.5,2020-01-02,2025-03-08 23:02:58
130,四川,资阳,57,良,40,PM2.5,2020-01-02,2025-03-08 23:02:58
131,湖北,黄石,57,良,40,PM2.5,2020-01-02,2025-03-08 23:02:58
132,江西,宜春,56,良,31,PM10,2020-01-02,2025-03-08 23:02:58
133,广东,中山,55,良,34,PM10,2020-01-02,2025-03-08 23:02:58
134,广西,南宁,55,良,39,PM2.5,2020-01-02,2025-03-08 23:02:58
135,四川,德阳,55,良,39,PM2.5,2020-01-02,2025-03-08 23:02:58
136,安徽,黄山,55,良,32,PM10,2020-01-02,2025-03-08 23:02:58
137,江西,新余,54,良,34,PM10,2020-01-02,2025-03-08 23:02:58
138,广东,珠海,54,良,38,PM2.5,2020-01-02,2025-03-08 23:02:58
139,江西,萍乡,54,良,38,PM2.5,2020-01-02,2025-03-08 23:02:58
140,重庆,重庆,54,良,38,PM2.5,2020-01-02,2025-03-08 23:02:58
141,浙江,丽水,53,良,37,PM2.5,2020-01-02,2025-03-08 23:02:58
142,广东,佛山,53,良,29,PM10,2020-01-02,2025-03-08 23:02:58
143,四川,内江,53,良,37,PM2.5,2020-01-02,2025-03-08 23:02:58
144,湖南,益阳,53,良,37,PM2.5,2020-01-02,2025-03-08 23:02:58
145,四川,绵阳,53,良,37,PM2.5,2020-01-02,2025-03-08 23:02:58
146,青海,西宁,53,良,28,PM10,2020-01-02,2025-03-08 23:02:58
147,四川,自贡,51,良,32,PM10,2020-01-02,2025-03-08 23:02:58
148,广东,江门,49,优,30,,2020-01-02,2025-03-08 23:02:58
149,四川,遂宁,49,优,30,,2020-01-02,2025-03-08 23:02:58
150,广东,广州,47,优,28,,2020-01-02,2025-03-08 23:02:58
151,广东,东莞,45,优,28,,2020-01-02,2025-03-08 23:02:58
152,广东,深圳,44,优,26,,2020-01-02,2025-03-08 23:02:58
153,四川,乐山,43,优,30,,2020-01-02,2025-03-08 23:02:58
154,四川,成都,43,优,30,,2020-01-02,2025-03-08 23:02:58
155,云南,昆明,43,优,30,,2020-01-02,2025-03-08 23:02:58
156,四川,眉山,43,优,30,,2020-01-02,2025-03-08 23:02:58
157,福建,厦门,40,优,21,,2020-01-02,2025-03-08 23:02:58
158,福建,福州,40,优,27,,2020-01-02,2025-03-08 23:02:58
159,四川,宜宾,39,优,27,,2020-01-02,2025-03-08 23:02:58
160,新疆,乌鲁木齐,37,优,17,,2020-01-02,2025-03-08 23:02:58
161,四川,雅安,36,优,25,,2020-01-02,2025-03-08 23:02:58
162,上海,上海,33,优,23,,2020-01-02,2025-03-08 23:02:58
163,贵州,贵阳,33,优,23,,2020-01-02,2025-03-08 23:02:58
164,广东,惠州,31,优,19,,2020-01-02,2025-03-08 23:02:58
165,西藏,拉萨,30,优,13,,2020-01-02,2025-03-08 23:02:58
