rank,province,city,aqi,quality_level,pm25,main_pollutant,date,timestamp
22,江苏,常州,105,轻度污染,79,PM2.5,2018-01-01,2025-03-08 22:30:32
23,山东,泰安,105,轻度污染,79,PM2.5,2018-01-01,2025-03-08 22:30:32
24,安徽,滁州,105,轻度污染,79,PM2.5,2018-01-01,2025-03-08 22:30:32
25,辽宁,葫芦岛,105,轻度污染,79,PM2.5,2018-01-01,2025-03-08 22:30:32
26,江苏,南通,104,轻度污染,78,PM2.5,2018-01-01,2025-03-08 22:30:32
27,江苏,扬州,104,轻度污染,78,PM2.5,2018-01-01,2025-03-08 22:30:32
28,山东,济宁,104,轻度污染,78,PM2.5,2018-01-01,2025-03-08 22:30:32
29,山东,滨州,102,轻度污染,76,PM2.5,2018-01-01,2025-03-08 22:30:32
30,山东,日照,100,良,75,PM2.5,2018-01-01,2025-03-08 22:30:32
31,山东,临沂,99,良,74,PM2.5,2018-01-01,2025-03-08 22:30:32
32,江苏,泰州,99,良,74,PM2.5,2018-01-01,2025-03-08 22:30:32
33,山东,济南,98,良,73,PM2.5,2018-01-01,2025-03-08 22:30:32
34,安徽,淮南,98,良,73,PM2.5,2018-01-01,2025-03-08 22:30:32
35,江苏,盐城,98,良,73,PM2.5,2018-01-01,2025-03-08 22:30:32
36,江苏,镇江,98,良,73,PM2.5,2018-01-01,2025-03-08 22:30:32
37,山西,临汾,97,良,46,PM10,2018-01-01,2025-03-08 22:30:32
38,陕西,咸阳,97,良,72,PM2.5,2018-01-01,2025-03-08 22:30:32
39,安徽,蚌埠,97,良,72,PM2.5,2018-01-01,2025-03-08 22:30:32
40,安徽,合肥,95,良,71,PM2.5,2018-01-01,2025-03-08 22:30:32
41,河南,开封,95,良,71,PM2.5,2018-01-01,2025-03-08 22:30:32
42,浙江,绍兴,95,良,71,PM2.5,2018-01-01,2025-03-08 22:30:32
43,山东,聊城,95,良,71,PM2.5,2018-01-01,2025-03-08 22:30:32
44,河南,商丘,94,良,70,PM2.5,2018-01-01,2025-03-08 22:30:32
45,辽宁,大连,94,良,70,PM2.5,2018-01-01,2025-03-08 22:30:32
46,浙江,杭州,94,良,70,PM2.5,2018-01-01,2025-03-08 22:30:32
47,浙江,湖州,94,良,70,PM2.5,2018-01-01,2025-03-08 22:30:32
48,湖北,武汉,93,良,69,PM2.5,2018-01-01,2025-03-08 22:30:32
49,山东,菏泽,93,良,69,PM2.5,2018-01-01,2025-03-08 22:30:32
50,安徽,阜阳,93,良,69,PM2.5,2018-01-01,2025-03-08 22:30:32
51,安徽,宣城,92,良,68,PM2.5,2018-01-01,2025-03-08 22:30:32
52,内蒙古,呼和浩特,90,良,53,PM10,2018-01-01,2025-03-08 22:30:32
53,河南,濮阳,90,良,67,PM2.5,2018-01-01,2025-03-08 22:30:32
54,河南,鹤壁,90,良,67,PM2.5,2018-01-01,2025-03-08 22:30:32
55,甘肃,兰州,89,良,66,PM2.5,2018-01-01,2025-03-08 22:30:32
56,河南,平顶山,89,良,66,PM2.5,2018-01-01,2025-03-08 22:30:32
57,山东,枣庄,89,良,66,PM2.5,2018-01-01,2025-03-08 22:30:32
58,河北,衡水,89,良,66,PM2.5,2018-01-01,2025-03-08 22:30:32
59,安徽,马鞍山,89,良,66,PM2.5,2018-01-01,2025-03-08 22:30:32
60,安徽,宿州,88,良,65,PM2.5,2018-01-01,2025-03-08 22:30:32
61,河南,洛阳,88,良,65,PM2.5,2018-01-01,2025-03-08 22:30:32
62,安徽,芜湖,88,良,65,PM2.5,2018-01-01,2025-03-08 22:30:32
63,河北,邢台,88,良,65,PM2.5,2018-01-01,2025-03-08 22:30:32
64,安徽,六安,87,良,64,PM2.5,2018-01-01,2025-03-08 22:30:32
65,江苏,南京,87,良,64,PM2.5,2018-01-01,2025-03-08 22:30:32
66,江苏,徐州,87,良,64,PM2.5,2018-01-01,2025-03-08 22:30:32
67,内蒙古,包头,85,良,43,PM10,2018-01-01,2025-03-08 22:30:32
68,湖北,襄阳,85,良,63,PM2.5,2018-01-01,2025-03-08 22:30:32
69,河南,周口,84,良,62,PM2.5,2018-01-01,2025-03-08 22:30:32
70,黑龙江,哈尔滨,84,良,62,PM2.5,2018-01-01,2025-03-08 22:30:32
71,安徽,淮北,84,良,62,PM2.5,2018-01-01,2025-03-08 22:30:32
72,湖北,孝感,83,良,60,PM10,2018-01-01,2025-03-08 22:30:32
73,河南,安阳,83,良,61,PM2.5,2018-01-01,2025-03-08 22:30:32
74,河南,漯河,83,良,61,PM2.5,2018-01-01,2025-03-08 22:30:32
75,湖北,宜昌,82,良,60,PM2.5,2018-01-01,2025-03-08 22:30:32
76,安徽,池州,82,良,60,PM2.5,2018-01-01,2025-03-08 22:30:32
77,江苏,苏州,82,良,60,PM2.5,2018-01-01,2025-03-08 22:30:32
78,宁夏,银川,81,良,53,PM10,2018-01-01,2025-03-08 22:30:32
79,河南,南阳,80,良,59,PM2.5,2018-01-01,2025-03-08 22:30:32
80,湖北,荆门,80,良,59,PM2.5,2018-01-01,2025-03-08 22:30:32
81,河南,许昌,80,良,59,PM2.5,2018-01-01,2025-03-08 22:30:32
82,河北,承德,79,良,58,PM2.5,2018-01-01,2025-03-08 22:30:32
83,湖北,荆州,79,良,58,PM2.5,2018-01-01,2025-03-08 22:30:32
84,河南,郑州,79,良,58,PM2.5,2018-01-01,2025-03-08 22:30:32
85,江苏,无锡,78,良,57,PM2.5,2018-01-01,2025-03-08 22:30:32
86,河北,邯郸,78,良,57,PM2.5,2018-01-01,2025-03-08 22:30:32
87,湖北,咸宁,77,良,56,PM2.5,2018-01-01,2025-03-08 22:30:32
88,安徽,安庆,77,良,56,PM2.5,2018-01-01,2025-03-08 22:30:32
89,河北,石家庄,77,良,56,PM2.5,2018-01-01,2025-03-08 22:30:32
90,河南,三门峡,76,良,43,PM10,2018-01-01,2025-03-08 22:30:32
91,山西,阳泉,75,良,55,PM2.5,2018-01-01,2025-03-08 22:30:32
92,山西,吕梁,74,良,38,PM10,2018-01-01,2025-03-08 22:30:32
93,浙江,宁波,74,良,54,PM2.5,2018-01-01,2025-03-08 22:30:32
94,河南,新乡,74,良,54,PM2.5,2018-01-01,2025-03-08 22:30:32
95,江西,九江,72,良,52,PM2.5,2018-01-01,2025-03-08 22:30:32
96,安徽,亳州,72,良,52,PM2.5,2018-01-01,2025-03-08 22:30:32
97,河南,焦作,72,良,52,PM2.5,2018-01-01,2025-03-08 22:30:32
98,山西,运城,72,良,37,PM10,2018-01-01,2025-03-08 22:30:32
99,湖北,黄冈,72,良,52,PM2.5,2018-01-01,2025-03-08 22:30:32
100,山西,朔州,70,良,51,PM2.5,2018-01-01,2025-03-08 22:30:32
101,湖南,株洲,70,良,51,PM2.5,2018-01-01,2025-03-08 22:30:32
102,浙江,温州,70,良,51,PM2.5,2018-01-01,2025-03-08 22:30:32
103,湖南,湘潭,70,良,51,PM2.5,2018-01-01,2025-03-08 22:30:32
104,浙江,衢州,70,良,51,PM2.5,2018-01-01,2025-03-08 22:30:32
105,浙江,台州,69,良,50,PM2.5,2018-01-01,2025-03-08 22:30:32
106,山西,太原,69,良,45,PM10,2018-01-01,2025-03-08 22:30:32
107,四川,广安,69,良,50,PM2.5,2018-01-01,2025-03-08 22:30:32
108,四川,泸州,69,良,50,PM2.5,2018-01-01,2025-03-08 22:30:32
109,陕西,铜川,69,良,42,PM10,2018-01-01,2025-03-08 22:30:32
110,安徽,铜陵,69,良,50,PM2.5,2018-01-01,2025-03-08 22:30:32
111,河南,驻马店,69,良,50,PM2.5,2018-01-01,2025-03-08 22:30:32
112,河北,张家口,68,良,45,PM10,2018-01-01,2025-03-08 22:30:32
113,山西,忻州,68,良,38,PM10,2018-01-01,2025-03-08 22:30:32
114,陕西,渭南,68,良,41,PM10,2018-01-01,2025-03-08 22:30:32
115,河南,信阳,67,良,48,PM2.5,2018-01-01,2025-03-08 22:30:32
116,湖南,常德,67,良,48,PM2.5,2018-01-01,2025-03-08 22:30:32
117,山西,晋城,66,良,38,PM10,2018-01-01,2025-03-08 22:30:32
118,江苏,宿迁,65,良,47,PM2.5,2018-01-01,2025-03-08 22:30:32
119,湖北,鄂州,65,良,47,PM2.5,2018-01-01,2025-03-08 22:30:32
120,浙江,金华,65,良,47,PM2.5,2018-01-01,2025-03-08 22:30:32
121,山西,长治,64,良,46,PM2.5,2018-01-01,2025-03-08 22:30:32
122,山西,晋中,61,良,36,PM10,2018-01-01,2025-03-08 22:30:32
123,江西,南昌,60,良,43,PM2.5,2018-01-01,2025-03-08 22:30:32
124,四川,德阳,60,良,43,PM2.5,2018-01-01,2025-03-08 22:30:32
125,江西,萍乡,60,良,43,PM2.5,2018-01-01,2025-03-08 22:30:32
126,四川,达州,60,良,38,PM10,2018-01-01,2025-03-08 22:30:32
127,四川,资阳,59,良,42,PM2.5,2018-01-01,2025-03-08 22:30:32
128,湖南,岳阳,58,良,41,PM2.5,2018-01-01,2025-03-08 22:30:32
129,陕西,西安,58,良,27,PM10,2018-01-01,2025-03-08 22:30:32
130,湖南,长沙,58,良,40,PM10,2018-01-01,2025-03-08 22:30:32
131,安徽,黄山,58,良,34,PM10,2018-01-01,2025-03-08 22:30:32
132,湖北,黄石,58,良,41,PM2.5,2018-01-01,2025-03-08 22:30:32
133,四川,南充,57,良,40,PM2.5,2018-01-01,2025-03-08 22:30:32
134,山西,大同,56,良,35,PM10,2018-01-01,2025-03-08 22:30:32
135,重庆,重庆,55,良,39,PM10,2018-01-01,2025-03-08 22:30:32
136,广东,珠海,54,良,38,PM2.5,2018-01-01,2025-03-08 22:30:32
137,四川,绵阳,54,良,38,PM2.5,2018-01-01,2025-03-08 22:30:32
138,四川,内江,53,良,37,PM2.5,2018-01-01,2025-03-08 22:30:32
139,浙江,丽水,52,良,35,PM10,2018-01-01,2025-03-08 22:30:32
140,广西,南宁,52,良,36,PM2.5,2018-01-01,2025-03-08 22:30:32
141,湖南,益阳,52,良,36,PM2.5,2018-01-01,2025-03-08 22:30:32
142,广东,中山,51,良,30,PM10,2018-01-01,2025-03-08 22:30:32
143,广东,佛山,50,优,28,,2018-01-01,2025-03-08 22:30:32
144,江西,新余,50,优,34,,2018-01-01,2025-03-08 22:30:32
145,四川,自贡,50,优,32,,2018-01-01,2025-03-08 22:30:32
146,江西,宜春,49,优,29,,2018-01-01,2025-03-08 22:30:32
147,青海,西宁,48,优,23,,2018-01-01,2025-03-08 22:30:32
148,广东,江门,46,优,28,,2018-01-01,2025-03-08 22:30:32
149,广东,深圳,46,优,27,,2018-01-01,2025-03-08 22:30:32
150,四川,眉山,45,优,31,,2018-01-01,2025-03-08 22:30:32
151,广东,广州,44,优,27,,2018-01-01,2025-03-08 22:30:32
152,福建,福州,44,优,26,,2018-01-01,2025-03-08 22:30:32
153,上海,上海,43,优,30,,2018-01-01,2025-03-08 22:30:32
154,云南,昆明,42,优,29,,2018-01-01,2025-03-08 22:30:32
155,四川,遂宁,42,优,29,,2018-01-01,2025-03-08 22:30:32
156,广东,东莞,41,优,26,,2018-01-01,2025-03-08 22:30:32
157,四川,成都,41,优,28,,2018-01-01,2025-03-08 22:30:32
158,贵州,贵阳,40,优,28,,2018-01-01,2025-03-08 22:30:32
159,四川,乐山,39,优,27,,2018-01-01,2025-03-08 22:30:32
160,四川,雅安,39,优,27,,2018-01-01,2025-03-08 22:30:32
161,福建,厦门,37,优,19,,2018-01-01,2025-03-08 22:30:32
162,四川,宜宾,36,优,25,,2018-01-01,2025-03-08 22:30:32
163,浙江,舟山,34,优,19,,2018-01-01,2025-03-08 22:30:32
164,广东,惠州,32,优,19,,2018-01-01,2025-03-08 22:30:32
165,新疆,乌鲁木齐,30,优,14,,2018-01-01,2025-03-08 22:30:32
166,西藏,拉萨,29,优,12,,2018-01-01,2025-03-08 22:30:32
167,广东,肇庆,29,优,20,,2018-01-01,2025-03-08 22:30:32
168,海南,海口,28,优,17,,2018-01-01,2025-03-08 22:30:32
1,河北,唐山,175,中度污染,132,PM2.5,2018-01-02,2025-03-08 22:30:35
1,河北,唐山,175,中度污染,132,PM2.5,2018-01-02,2025-03-08 22:30:35
2,天津,天津,166,中度污染,126,PM2.5,2018-01-02,2025-03-08 22:30:35
3,河北,廊坊,166,中度污染,126,PM2.5,2018-01-02,2025-03-08 22:30:35
4,山东,潍坊,145,轻度污染,111,PM2.5,2018-01-02,2025-03-08 22:30:35
5,山东,东营,140,轻度污染,107,PM2.5,2018-01-02,2025-03-08 22:30:35
6,辽宁,沈阳,130,轻度污染,99,PM2.5,2018-01-02,2025-03-08 22:30:35
7,河北,沧州,125,轻度污染,95,PM2.5,2018-01-02,2025-03-08 22:30:35
8,河北,保定,124,轻度污染,94,PM2.5,2018-01-02,2025-03-08 22:30:35
9,河北,秦皇岛,124,轻度污染,94,PM2.5,2018-01-02,2025-03-08 22:30:35
10,吉林,长春,123,轻度污染,93,PM2.5,2018-01-02,2025-03-08 22:30:35
11,山东,青岛,123,轻度污染,93,PM2.5,2018-01-02,2025-03-08 22:30:35
12,浙江,嘉兴,120,轻度污染,91,PM2.5,2018-01-02,2025-03-08 22:30:35
13,辽宁,锦州,119,轻度污染,90,PM2.5,2018-01-02,2025-03-08 22:30:35
14,陕西,宝鸡,117,轻度污染,88,PM2.5,2018-01-02,2025-03-08 22:30:35
15,辽宁,朝阳,117,轻度污染,88,PM2.5,2018-01-02,2025-03-08 22:30:35
16,山东,淄博,117,轻度污染,88,PM2.5,2018-01-02,2025-03-08 22:30:35
17,江苏,连云港,117,轻度污染,88,PM2.5,2018-01-02,2025-03-08 22:30:35
18,湖北,随州,114,轻度污染,86,PM2.5,2018-01-02,2025-03-08 22:30:35
19,北京,北京,113,轻度污染,85,PM2.5,2018-01-02,2025-03-08 22:30:35
20,江苏,淮安,109,轻度污染,82,PM2.5,2018-01-02,2025-03-08 22:30:35
21,山东,德州,107,轻度污染,80,PM2.5,2018-01-02,2025-03-08 22:30:35
22,江苏,常州,105,轻度污染,79,PM2.5,2018-01-02,2025-03-08 22:30:35
23,山东,泰安,105,轻度污染,79,PM2.5,2018-01-02,2025-03-08 22:30:35
24,安徽,滁州,105,轻度污染,79,PM2.5,2018-01-02,2025-03-08 22:30:35
25,辽宁,葫芦岛,105,轻度污染,79,PM2.5,2018-01-02,2025-03-08 22:30:35
26,江苏,南通,104,轻度污染,78,PM2.5,2018-01-02,2025-03-08 22:30:35
27,江苏,扬州,104,轻度污染,78,PM2.5,2018-01-02,2025-03-08 22:30:35
28,山东,济宁,104,轻度污染,78,PM2.5,2018-01-02,2025-03-08 22:30:35
29,山东,滨州,102,轻度污染,76,PM2.5,2018-01-02,2025-03-08 22:30:35
30,山东,日照,100,良,75,PM2.5,2018-01-02,2025-03-08 22:30:35
31,山东,临沂,99,良,74,PM2.5,2018-01-02,2025-03-08 22:30:35
32,江苏,泰州,99,良,74,PM2.5,2018-01-02,2025-03-08 22:30:35
33,山东,济南,98,良,73,PM2.5,2018-01-02,2025-03-08 22:30:35
34,安徽,淮南,98,良,73,PM2.5,2018-01-02,2025-03-08 22:30:35
35,江苏,盐城,98,良,73,PM2.5,2018-01-02,2025-03-08 22:30:35
36,江苏,镇江,98,良,73,PM2.5,2018-01-02,2025-03-08 22:30:35
37,山西,临汾,97,良,46,PM10,2018-01-02,2025-03-08 22:30:35
38,陕西,咸阳,97,良,72,PM2.5,2018-01-02,2025-03-08 22:30:35
39,安徽,蚌埠,97,良,72,PM2.5,2018-01-02,2025-03-08 22:30:35
40,安徽,合肥,95,良,71,PM2.5,2018-01-02,2025-03-08 22:30:35
41,河南,开封,95,良,71,PM2.5,2018-01-02,2025-03-08 22:30:35
42,浙江,绍兴,95,良,71,PM2.5,2018-01-02,2025-03-08 22:30:35
43,山东,聊城,95,良,71,PM2.5,2018-01-02,2025-03-08 22:30:35
44,河南,商丘,94,良,70,PM2.5,2018-01-02,2025-03-08 22:30:35
45,辽宁,大连,94,良,70,PM2.5,2018-01-02,2025-03-08 22:30:35
46,浙江,杭州,94,良,70,PM2.5,2018-01-02,2025-03-08 22:30:35
47,浙江,湖州,94,良,70,PM2.5,2018-01-02,2025-03-08 22:30:35
48,湖北,武汉,93,良,69,PM2.5,2018-01-02,2025-03-08 22:30:35
49,山东,菏泽,93,良,69,PM2.5,2018-01-02,2025-03-08 22:30:35
50,安徽,阜阳,93,良,69,PM2.5,2018-01-02,2025-03-08 22:30:35
51,安徽,宣城,92,良,68,PM2.5,2018-01-02,2025-03-08 22:30:35
52,内蒙古,呼和浩特,90,良,53,PM10,2018-01-02,2025-03-08 22:30:35
53,河南,濮阳,90,良,67,PM2.5,2018-01-02,2025-03-08 22:30:35
54,河南,鹤壁,90,良,67,PM2.5,2018-01-02,2025-03-08 22:30:35
55,甘肃,兰州,89,良,66,PM2.5,2018-01-02,2025-03-08 22:30:35
56,河南,平顶山,89,良,66,PM2.5,2018-01-02,2025-03-08 22:30:35
57,山东,枣庄,89,良,66,PM2.5,2018-01-02,2025-03-08 22:30:35
58,河北,衡水,89,良,66,PM2.5,2018-01-02,2025-03-08 22:30:35
59,安徽,马鞍山,89,良,66,PM2.5,2018-01-02,2025-03-08 22:30:35
60,安徽,宿州,88,良,65,PM2.5,2018-01-02,2025-03-08 22:30:35
61,河南,洛阳,88,良,65,PM2.5,2018-01-02,2025-03-08 22:30:35
62,安徽,芜湖,88,良,65,PM2.5,2018-01-02,2025-03-08 22:30:35
63,河北,邢台,88,良,65,PM2.5,2018-01-02,2025-03-08 22:30:35
64,安徽,六安,87,良,64,PM2.5,2018-01-02,2025-03-08 22:30:35
65,江苏,南京,87,良,64,PM2.5,2018-01-02,2025-03-08 22:30:35
66,江苏,徐州,87,良,64,PM2.5,2018-01-02,2025-03-08 22:30:35
67,内蒙古,包头,85,良,43,PM10,2018-01-02,2025-03-08 22:30:35
68,湖北,襄阳,85,良,63,PM2.5,2018-01-02,2025-03-08 22:30:35
69,河南,周口,84,良,62,PM2.5,2018-01-02,2025-03-08 22:30:35
70,黑龙江,哈尔滨,84,良,62,PM2.5,2018-01-02,2025-03-08 22:30:35
71,安徽,淮北,84,良,62,PM2.5,2018-01-02,2025-03-08 22:30:35
72,湖北,孝感,83,良,60,PM10,2018-01-02,2025-03-08 22:30:35
73,河南,安阳,83,良,61,PM2.5,2018-01-02,2025-03-08 22:30:35
74,河南,漯河,83,良,61,PM2.5,2018-01-02,2025-03-08 22:30:35
75,湖北,宜昌,82,良,60,PM2.5,2018-01-02,2025-03-08 22:30:35
76,安徽,池州,82,良,60,PM2.5,2018-01-02,2025-03-08 22:30:35
77,江苏,苏州,82,良,60,PM2.5,2018-01-02,2025-03-08 22:30:35
78,宁夏,银川,81,良,53,PM10,2018-01-02,2025-03-08 22:30:35
79,河南,南阳,80,良,59,PM2.5,2018-01-02,2025-03-08 22:30:35
80,湖北,荆门,80,良,59,PM2.5,2018-01-02,2025-03-08 22:30:35
81,河南,许昌,80,良,59,PM2.5,2018-01-02,2025-03-08 22:30:35
82,河北,承德,79,良,58,PM2.5,2018-01-02,2025-03-08 22:30:35
83,湖北,荆州,79,良,58,PM2.5,2018-01-02,2025-03-08 22:30:35
84,河南,郑州,79,良,58,PM2.5,2018-01-02,2025-03-08 22:30:35
85,江苏,无锡,78,良,57,PM2.5,2018-01-02,2025-03-08 22:30:35
86,河北,邯郸,78,良,57,PM2.5,2018-01-02,2025-03-08 22:30:35
87,湖北,咸宁,77,良,56,PM2.5,2018-01-02,2025-03-08 22:30:35
88,安徽,安庆,77,良,56,PM2.5,2018-01-02,2025-03-08 22:30:35
89,河北,石家庄,77,良,56,PM2.5,2018-01-02,2025-03-08 22:30:35
90,河南,三门峡,76,良,43,PM10,2018-01-02,2025-03-08 22:30:35
91,山西,阳泉,75,良,55,PM2.5,2018-01-02,2025-03-08 22:30:35
92,山西,吕梁,74,良,38,PM10,2018-01-02,2025-03-08 22:30:35
93,浙江,宁波,74,良,54,PM2.5,2018-01-02,2025-03-08 22:30:35
94,河南,新乡,74,良,54,PM2.5,2018-01-02,2025-03-08 22:30:35
95,江西,九江,72,良,52,PM2.5,2018-01-02,2025-03-08 22:30:35
96,安徽,亳州,72,良,52,PM2.5,2018-01-02,2025-03-08 22:30:35
97,河南,焦作,72,良,52,PM2.5,2018-01-02,2025-03-08 22:30:35
98,山西,运城,72,良,37,PM10,2018-01-02,2025-03-08 22:30:35
99,湖北,黄冈,72,良,52,PM2.5,2018-01-02,2025-03-08 22:30:35
100,山西,朔州,70,良,51,PM2.5,2018-01-02,2025-03-08 22:30:35
101,湖南,株洲,70,良,51,PM2.5,2018-01-02,2025-03-08 22:30:35
102,浙江,温州,70,良,51,PM2.5,2018-01-02,2025-03-08 22:30:35
103,湖南,湘潭,70,良,51,PM2.5,2018-01-02,2025-03-08 22:30:35
104,浙江,衢州,70,良,51,PM2.5,2018-01-02,2025-03-08 22:30:35
105,浙江,台州,69,良,50,PM2.5,2018-01-02,2025-03-08 22:30:35
106,山西,太原,69,良,45,PM10,2018-01-02,2025-03-08 22:30:35
107,四川,广安,69,良,50,PM2.5,2018-01-02,2025-03-08 22:30:35
108,四川,泸州,69,良,50,PM2.5,2018-01-02,2025-03-08 22:30:35
109,陕西,铜川,69,良,42,PM10,2018-01-02,2025-03-08 22:30:35
110,安徽,铜陵,69,良,50,PM2.5,2018-01-02,2025-03-08 22:30:35
111,河南,驻马店,69,良,50,PM2.5,2018-01-02,2025-03-08 22:30:35
112,河北,张家口,68,良,45,PM10,2018-01-02,2025-03-08 22:30:35
113,山西,忻州,68,良,38,PM10,2018-01-02,2025-03-08 22:30:35
114,陕西,渭南,68,良,41,PM10,2018-01-02,2025-03-08 22:30:35
115,河南,信阳,67,良,48,PM2.5,2018-01-02,2025-03-08 22:30:35
116,湖南,常德,67,良,48,PM2.5,2018-01-02,2025-03-08 22:30:35
117,山西,晋城,66,良,38,PM10,2018-01-02,2025-03-08 22:30:35
118,江苏,宿迁,65,良,47,PM2.5,2018-01-02,2025-03-08 22:30:35
119,湖北,鄂州,65,良,47,PM2.5,2018-01-02,2025-03-08 22:30:35
120,浙江,金华,65,良,47,PM2.5,2018-01-02,2025-03-08 22:30:35
121,山西,长治,64,良,46,PM2.5,2018-01-02,2025-03-08 22:30:35
122,山西,晋中,61,良,36,PM10,2018-01-02,2025-03-08 22:30:35
123,江西,南昌,60,良,43,PM2.5,2018-01-02,2025-03-08 22:30:35
124,四川,德阳,60,良,43,PM2.5,2018-01-02,2025-03-08 22:30:35
125,江西,萍乡,60,良,43,PM2.5,2018-01-02,2025-03-08 22:30:35
126,四川,达州,60,良,38,PM10,2018-01-02,2025-03-08 22:30:35
127,四川,资阳,59,良,42,PM2.5,2018-01-02,2025-03-08 22:30:35
128,湖南,岳阳,58,良,41,PM2.5,2018-01-02,2025-03-08 22:30:35
129,陕西,西安,58,良,27,PM10,2018-01-02,2025-03-08 22:30:35
130,湖南,长沙,58,良,40,PM10,2018-01-02,2025-03-08 22:30:35
131,安徽,黄山,58,良,34,PM10,2018-01-02,2025-03-08 22:30:35
132,湖北,黄石,58,良,41,PM2.5,2018-01-02,2025-03-08 22:30:35
133,四川,南充,57,良,40,PM2.5,2018-01-02,2025-03-08 22:30:35
134,山西,大同,56,良,35,PM10,2018-01-02,2025-03-08 22:30:35
135,重庆,重庆,55,良,39,PM10,2018-01-02,2025-03-08 22:30:35
136,广东,珠海,54,良,38,PM2.5,2018-01-02,2025-03-08 22:30:35
137,四川,绵阳,54,良,38,PM2.5,2018-01-02,2025-03-08 22:30:35
138,四川,内江,53,良,37,PM2.5,2018-01-02,2025-03-08 22:30:35
139,浙江,丽水,52,良,35,PM10,2018-01-02,2025-03-08 22:30:35
140,广西,南宁,52,良,36,PM2.5,2018-01-02,2025-03-08 22:30:35
141,湖南,益阳,52,良,36,PM2.5,2018-01-02,2025-03-08 22:30:35
142,广东,中山,51,良,30,PM10,2018-01-02,2025-03-08 22:30:35
143,广东,佛山,50,优,28,,2018-01-02,2025-03-08 22:30:35
144,江西,新余,50,优,34,,2018-01-02,2025-03-08 22:30:35
145,四川,自贡,50,优,32,,2018-01-02,2025-03-08 22:30:35
146,江西,宜春,49,优,29,,2018-01-02,2025-03-08 22:30:35
147,青海,西宁,48,优,23,,2018-01-02,2025-03-08 22:30:35
148,广东,江门,46,优,28,,2018-01-02,2025-03-08 22:30:35
149,广东,深圳,46,优,27,,2018-01-02,2025-03-08 22:30:35
150,四川,眉山,45,优,31,,2018-01-02,2025-03-08 22:30:35
151,广东,广州,44,优,27,,2018-01-02,2025-03-08 22:30:35
152,福建,福州,44,优,26,,2018-01-02,2025-03-08 22:30:35
153,上海,上海,43,优,30,,2018-01-02,2025-03-08 22:30:35
154,云南,昆明,42,优,29,,2018-01-02,2025-03-08 22:30:35
155,四川,遂宁,42,优,29,,2018-01-02,2025-03-08 22:30:35
156,广东,东莞,41,优,26,,2018-01-02,2025-03-08 22:30:35
157,四川,成都,41,优,28,,2018-01-02,2025-03-08 22:30:35
158,贵州,贵阳,40,优,28,,2018-01-02,2025-03-08 22:30:35
159,四川,乐山,39,优,27,,2018-01-02,2025-03-08 22:30:35
160,四川,雅安,39,优,27,,2018-01-02,2025-03-08 22:30:35
161,福建,厦门,37,优,19,,2018-01-02,2025-03-08 22:30:35
162,四川,宜宾,36,优,25,,2018-01-02,2025-03-08 22:30:35
163,浙江,舟山,34,优,19,,2018-01-02,2025-03-08 22:30:35
164,广东,惠州,32,优,19,,2018-01-02,2025-03-08 22:30:35
165,新疆,乌鲁木齐,30,优,14,,2018-01-02,2025-03-08 22:30:35
166,西藏,拉萨,29,优,12,,2018-01-02,2025-03-08 22:30:35
167,广东,肇庆,29,优,20,,2018-01-02,2025-03-08 22:30:35
